epoch	time used	train_loss	valid rse	valid rae	valid corr
159	 2.66s	159.2064	0.0647	0.0441	0.9052
160	 2.65s	158.9788	0.0651	0.0445	0.9057
161	 2.65s	158.7024	0.0699	0.0446	0.9076
162	 2.65s	159.2275	0.0659	0.0441	0.9064
163	 2.78s	159.8133	0.0669	0.0453	0.9032
164	 2.66s	159.6238	0.0668	0.0452	0.9040
165	 2.67s	159.5195	0.0667	0.0456	0.9040
166	 2.67s	159.4452	0.0671	0.0444	0.9057
167	 2.65s	159.2057	0.0658	0.0443	0.9074
168	 2.66s	159.2395	0.0654	0.0438	0.9041
169	 2.65s	159.2558	0.0674	0.0448	0.9023
170	 2.65s	159.5885	0.0682	0.0459	0.9043
171	 2.65s	158.5470	0.0652	0.0448	0.9021
172	 2.65s	158.9840	0.0712	0.0469	0.8981
173	 2.65s	159.7400	0.0679	0.0463	0.9043
174	 2.65s	159.2466	0.0654	0.0455	0.8963
175	 2.65s	159.5789	0.0664	0.0438	0.9082
176	 2.66s	159.0950	0.0667	0.0437	0.9065
177	 2.65s	158.5714	0.0685	0.0447	0.9043
178	 2.65s	158.6165	0.0675	0.0465	0.8980
179	 2.65s	158.9345	0.0693	0.0449	0.9014
180	 2.65s	159.3783	0.0697	0.0449	0.9062
181	 2.64s	158.6095	0.0669	0.0441	0.9078
182	 2.64s	158.9593	0.0672	0.0451	0.9041
183	 2.65s	158.9416	0.0693	0.0447	0.9047
184	 2.64s	158.9258	0.0650	0.0442	0.9044
185	 2.64s	158.9406	0.0658	0.0457	0.8978
186	 2.63s	158.8785	0.0675	0.0447	0.9055
187	 2.64s	158.8054	0.0655	0.0438	0.9088
188	 2.63s	159.1436	0.0664	0.0466	0.8954
189	 2.63s	159.2677	0.0688	0.0455	0.9031
190	 2.63s	158.7832	0.0709	0.0454	0.9051
191	 2.66s	158.7507	0.0684	0.0452	0.9032
192	 2.64s	158.6860	0.0688	0.0472	0.9044
193	 2.65s	159.0363	0.0652	0.0436	0.9048
194	 2.64s	158.9400	0.0667	0.0453	0.8976
195	 2.64s	158.8449	0.0693	0.0453	0.9067
196	 2.65s	158.1480	0.0683	0.0469	0.9043
197	 2.64s	159.0291	0.0681	0.0453	0.9071
198	 2.64s	158.5812	0.0688	0.0461	0.9042
199	 2.64s	158.2994	0.0682	0.0463	0.9035
200	 2.65s	159.1042	0.0696	0.0458	0.8988
