epoch	time used	train_loss	valid rse	valid rae	valid corr
191	 0.35s	0.0099	0.0524	0.0419	0.9656
192	 0.36s	0.0099	0.0515	0.0419	0.9660
193	 0.36s	0.0099	0.0518	0.0416	0.9660
194	 0.37s	0.0105	0.0528	0.0421	0.9659
195	 0.36s	0.0099	0.0517	0.0434	0.9660
196	 0.38s	0.0101	0.0537	0.0426	0.9660
197	 0.37s	0.0100	0.0521	0.0416	0.9660
198	 0.36s	0.0099	0.0516	0.0414	0.9657
199	 0.37s	0.0101	0.0525	0.0442	0.9659
200	 0.36s	0.0102	0.0523	0.0417	0.9660
