epoch	time used	train_loss	valid rse	valid rae	valid corr
176	 6.48s	0.0086	0.4707	0.3071	0.8659
177	 6.47s	0.0086	0.4627	0.2988	0.8684
178	 6.48s	0.0086	0.4714	0.3052	0.8655
179	 6.48s	0.0086	0.4700	0.3053	0.8659
180	 6.48s	0.0086	0.4719	0.3070	0.8637
181	 6.47s	0.0086	0.4703	0.3066	0.8645
182	 6.48s	0.0086	0.4692	0.3070	0.8666
183	 6.49s	0.0086	0.4683	0.3062	0.8675
184	 6.48s	0.0085	0.4630	0.2992	0.8685
185	 6.48s	0.0085	0.4840	0.3167	0.8573
186	 6.49s	0.0085	0.4659	0.3041	0.8670
187	 6.47s	0.0086	0.4680	0.3032	0.8665
188	 6.48s	0.0085	0.4684	0.3018	0.8671
189	 6.48s	0.0085	0.4808	0.3135	0.8582
190	 6.48s	0.0085	0.4920	0.3259	0.8511
191	 6.48s	0.0085	0.4700	0.3084	0.8658
192	 6.48s	0.0085	0.4694	0.3050	0.8655
193	 6.49s	0.0085	0.4667	0.3036	0.8668
194	 6.49s	0.0085	0.4665	0.3034	0.8676
195	 6.48s	0.0085	0.4708	0.3062	0.8643
196	 6.48s	0.0085	0.4734	0.3093	0.8648
197	 6.48s	0.0085	0.4641	0.3001	0.8680
198	 6.47s	0.0085	0.4612	0.2950	0.8706
199	 6.47s	0.0085	0.4690	0.3050	0.8670
200	 6.49s	0.0085	0.4656	0.3012	0.8680
