epoch	time used	train_loss	valid rse	valid rae	valid corr
152	 7.92s	1.0834	0.3943	0.2418	0.9441
153	 7.92s	1.0825	0.3850	0.2408	0.9440
154	 7.88s	1.0815	0.3782	0.2392	0.9440
155	 7.91s	1.0949	0.3901	0.2390	0.9440
156	 7.91s	1.0943	0.3909	0.2383	0.9440
157	 7.91s	1.0813	0.3909	0.2501	0.9390
158	 7.90s	1.0908	0.3840	0.2395	0.9412
159	 7.91s	1.0826	0.3766	0.2355	0.9426
160	 7.91s	1.0801	0.3914	0.2435	0.9408
161	 7.89s	1.0855	0.3893	0.2442	0.9423
162	 7.90s	1.0912	0.3895	0.2451	0.9415
163	 7.91s	1.0832	0.3861	0.2403	0.9414
164	 7.92s	1.0857	0.3982	0.2460	0.9418
165	 7.92s	1.0823	0.3953	0.2419	0.9428
166	 7.90s	1.0722	0.3980	0.2461	0.9398
167	 7.89s	1.0809	0.3949	0.2450	0.9407
168	 7.92s	1.0745	0.4122	0.2548	0.9407
169	 7.91s	1.0771	0.3933	0.2372	0.9436
170	 7.92s	1.0820	0.3886	0.2407	0.9409
171	 7.90s	1.0876	0.4023	0.2472	0.9409
172	 7.92s	1.0820	0.3967	0.2428	0.9402
173	 7.88s	1.0650	0.3945	0.2429	0.9410
174	 7.89s	1.0688	0.3982	0.2450	0.9413
175	 7.90s	1.0743	0.3999	0.2537	0.9356
176	 7.92s	1.0787	0.3971	0.2427	0.9397
177	 7.92s	1.0758	0.4061	0.2531	0.9403
178	 7.92s	1.0778	0.3974	0.2483	0.9375
179	 7.90s	1.0761	0.4054	0.2489	0.9409
180	 7.87s	1.0725	0.3828	0.2412	0.9417
181	 7.89s	1.0762	0.3975	0.2482	0.9389
182	 7.90s	1.0732	0.4140	0.2544	0.9401
183	 7.91s	1.0827	0.3814	0.2416	0.9415
184	 7.90s	1.0694	0.3968	0.2440	0.9416
185	 7.90s	1.0841	0.4040	0.2519	0.9376
186	 7.86s	1.0660	0.4025	0.2445	0.9398
187	 7.88s	1.0678	0.4128	0.2644	0.9305
188	 7.90s	1.0850	0.3988	0.2469	0.9387
189	 7.89s	1.0682	0.4028	0.2434	0.9413
190	 7.91s	1.0688	0.4092	0.2520	0.9391
191	 7.90s	1.0665	0.3944	0.2422	0.9405
192	 7.89s	1.0642	0.3994	0.2474	0.9389
193	 7.89s	1.0674	0.4045	0.2462	0.9387
194	 7.89s	1.0639	0.4004	0.2428	0.9424
195	 7.89s	1.0630	0.4103	0.2525	0.9382
196	 7.91s	1.0745	0.3910	0.2439	0.9394
197	 7.91s	1.0702	0.4045	0.2552	0.9355
198	 7.91s	1.0693	0.4019	0.2436	0.9410
199	 7.87s	1.0646	0.4110	0.2515	0.9371
200	 7.89s	1.0656	0.4032	0.2460	0.9392
